#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Cutibacterium acnes subsp. acnes","10-113",20872,SAMN06319229 ,PRJNA373969,"Terrabacteria group","Actinobacteria",GCA_002572735.1 ,2.52781,60.1525,plasmid p10_113:NZ_CM008366.1/CM008366.1,MVCK01,15,2576,2441,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/735/GCF_002572735.1_ASM257273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/735/GCA_002572735.1_ASM257273v1
"Cutibacterium acnes subsp. acnes","10-118",20872,SAMN06319230 ,PRJNA373970,"Terrabacteria group","Actinobacteria",GCA_002572745.1 ,2.47553,60.1,-,MVCL01,13,2491,2356,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/745/GCF_002572745.1_ASM257274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/745/GCA_002572745.1_ASM257274v1
"Cutibacterium acnes","10-167",20872,SAMN06319231 ,PRJNA373971,"Terrabacteria group","Actinobacteria",GCA_002572775.1 ,2.52516,60.1,-,MVCM01,11,2557,2416,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/775/GCF_002572775.1_ASM257277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/775/GCA_002572775.1_ASM257277v1
"Cutibacterium acnes subsp. defendens","11-49",20872,SAMN06319232 ,PRJNA373977,"Terrabacteria group","Actinobacteria",GCA_002572785.1 ,2.54075,60.1,-,MVCN01,17,2545,2312,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/785/GCF_002572785.1_ASM257278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/785/GCA_002572785.1_ASM257278v1
"Cutibacterium acnes subsp. defendens","11-79",20872,SAMN06319233 ,PRJNA373979,"Terrabacteria group","Actinobacteria",GCA_002572815.1 ,2.53913,60.0618,plasmid p11_79:NZ_CM008367.1/CM008367.1,MVCO01,8,2550,2336,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/815/GCF_002572815.1_ASM257281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/815/GCA_002572815.1_ASM257281v1
"Cutibacterium acnes subsp. defendens","11-356",20872,SAMN06319235 ,PRJNA373981,"Terrabacteria group","Actinobacteria",GCA_002572835.1 ,2.5212,60,-,MVCP01,36,2524,2286,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/835/GCF_002572835.1_ASM257283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/835/GCA_002572835.1_ASM257283v1
"Cutibacterium acnes","09-9",20872,SAMN04158270 ,PRJNA298299,"Terrabacteria group","Actinobacteria",GCA_002600615.1 ,2.53294,60.1608,plasmid p09_09:NZ_CM008375.1/CM008375.1,LKVB01,16,2536,2319,2017/10/20,2017/10/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/600/615/GCF_002600615.1_ASM260061v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/600/615/GCA_002600615.1_ASM260061v1
"Cutibacterium acnes","CA17",20872,SAMN07259472 ,PRJNA391217,"Terrabacteria group","Actinobacteria",GCA_002775615.1 ,2.48826,60,-,NJFY01,8,2486,2256,2017/11/16,2017/11/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/615/GCF_002775615.1_ASM277561v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/775/615/GCA_002775615.1_ASM277561v1
"Cutibacterium acnes","CA39",20872,SAMN07268976 ,PRJNA391433,"Terrabacteria group","Actinobacteria",GCA_002775655.1 ,2.48409,60,-,NJNN01,12,2504,2365,2017/11/16,2017/11/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/655/GCF_002775655.1_ASM277565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/775/655/GCA_002775655.1_ASM277565v1
"Cutibacterium acnes","CA51",20872,SAMN07268412 ,PRJNA391420,"Terrabacteria group","Actinobacteria",GCA_002775735.1 ,2.48344,60,-,NJNM01,14,2505,2363,2017/11/16,2017/11/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/735/GCF_002775735.1_ASM277573v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/775/735/GCA_002775735.1_ASM277573v1
"Cutibacterium acnes","09-193",20872,SAMN04158372 ,PRJNA298304,"Terrabacteria group","Actinobacteria",GCA_002831705.1 ,2.53588,60.1,-,LKVE01,14,2548,2385,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/705/GCF_002831705.1_ASM283170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/705/GCA_002831705.1_ASM283170v1
"Cutibacterium acnes","09-322",20872,SAMN04158393 ,PRJNA298329,"Terrabacteria group","Actinobacteria",GCA_002831715.1 ,2.53183,60.1,-,LKVG01,15,2546,2385,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/715/GCF_002831715.1_ASM283171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/715/GCA_002831715.1_ASM283171v1
"Cutibacterium acnes","09-29",20872,SAMN04158333 ,PRJNA298303,"Terrabacteria group","Actinobacteria",GCA_002831725.1 ,2.59139,60.1,-,LKVD01,16,2625,2490,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/725/GCF_002831725.1_ASM283172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/725/GCA_002831725.1_ASM283172v1
"Cutibacterium acnes","09-258",20872,SAMN04158392 ,PRJNA298328,"Terrabacteria group","Actinobacteria",GCA_002831735.1 ,2.52587,60.1,-,LKVF01,14,2553,2414,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/735/GCF_002831735.1_ASM283173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/735/GCA_002831735.1_ASM283173v1
"Cutibacterium acnes","UMB0211",20872,SAMN08193711 ,PRJNA316969,"Terrabacteria group","Actinobacteria",GCA_002861085.1 ,2.54583,60,-,PKIU01,13,2555,2392,2017/12/28,2018/01/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/861/085/GCF_002861085.1_ASM286108v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/861/085/GCA_002861085.1_ASM286108v1
"Cutibacterium acnes","P15-231",20872,SAMN07656221 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384115.1 ,2.52417,60.1,-,NXAP01,9,2564,2409,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/115/GCF_003384115.1_ASM338411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/115/GCA_003384115.1_ASM338411v1
"Cutibacterium acnes","P15-207",20872,SAMN07656223 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384145.1 ,2.46558,60.2,-,NXAQ01,6,2460,2274,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/145/GCF_003384145.1_ASM338414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/145/GCA_003384145.1_ASM338414v1
"Cutibacterium acnes","P15-206",20872,SAMN07656225 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384175.1 ,2.52069,60.2,-,NXAR01,8,2524,2330,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/175/GCF_003384175.1_ASM338417v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/175/GCA_003384175.1_ASM338417v1
"Cutibacterium acnes","P15-180",20872,SAMN07656234 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384195.1 ,2.53701,60.1,-,NXAS01,6,2552,2384,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/195/GCF_003384195.1_ASM338419v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/195/GCA_003384195.1_ASM338419v1
"Cutibacterium acnes","P15-178",20872,SAMN07656239 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384225.1 ,2.53671,60.1,-,NXAT01,5,2551,2386,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/225/GCF_003384225.1_ASM338422v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/225/GCA_003384225.1_ASM338422v1
"Cutibacterium acnes","M13605",20872,SAMN07656295 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384255.1 ,2.53533,60.1,-,NXAW01,6,2552,2387,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/255/GCF_003384255.1_ASM338425v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/255/GCA_003384255.1_ASM338425v1
"Cutibacterium acnes","P15-186",20872,SAMN07656251 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384285.1 ,2.47902,60.1,-,NXAU01,5,2505,2369,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/285/GCF_003384285.1_ASM338428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/285/GCA_003384285.1_ASM338428v1
"Cutibacterium acnes","T14358",20872,SAMN07711217 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384305.1 ,2.54746,60,-,PCNE01,8,2562,2400,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/305/GCF_003384305.1_ASM338430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/305/GCA_003384305.1_ASM338430v1
"Cutibacterium acnes","T14441",20872,SAMN07711223 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384315.1 ,2.54808,60,-,PCNF01,8,2565,2399,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/315/GCF_003384315.1_ASM338431v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/315/GCA_003384315.1_ASM338431v1
"Cutibacterium acnes","T14475",20872,SAMN07711224 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384345.1 ,2.54833,60,-,PCNG01,9,2567,2399,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/345/GCF_003384345.1_ASM338434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/345/GCA_003384345.1_ASM338434v1
"Cutibacterium acnes","T16975",20872,SAMN07711245 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384365.1 ,2.53591,60.1,-,PCNH01,12,2554,2382,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/365/GCF_003384365.1_ASM338436v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/365/GCA_003384365.1_ASM338436v1
"Cutibacterium acnes","T17001",20872,SAMN07711246 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384385.1 ,2.53658,60.1,-,PCNI01,8,2555,2387,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/385/GCF_003384385.1_ASM338438v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/385/GCA_003384385.1_ASM338438v1
"Cutibacterium acnes","T17039",20872,SAMN07711247 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384395.1 ,2.53654,60.1,-,PCNJ01,7,2553,2382,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/395/GCF_003384395.1_ASM338439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/395/GCA_003384395.1_ASM338439v1
"Cutibacterium acnes","T20574",20872,SAMN07711248 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384415.1 ,2.48033,60.1,-,PCNK01,4,2489,2275,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/415/GCF_003384415.1_ASM338441v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/415/GCA_003384415.1_ASM338441v1
"Cutibacterium acnes","T20670",20872,SAMN07711249 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384445.1 ,2.48013,60.1,-,PCNL01,4,2487,2274,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/445/GCF_003384445.1_ASM338444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/445/GCA_003384445.1_ASM338444v1
"Cutibacterium acnes","T20736",20872,SAMN07711250 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384465.1 ,2.48024,60.1,-,PCNM01,4,2484,2272,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/465/GCF_003384465.1_ASM338446v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/465/GCA_003384465.1_ASM338446v1
"Cutibacterium acnes","T20758",20872,SAMN07711251 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384485.1 ,2.48054,60.1,-,PCNN01,5,2488,2273,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/485/GCF_003384485.1_ASM338448v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/485/GCA_003384485.1_ASM338448v1
"Cutibacterium acnes","T20816",20872,SAMN07711252 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384495.1 ,2.48022,60.1,-,PCNO01,4,2486,2272,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/495/GCF_003384495.1_ASM338449v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/495/GCA_003384495.1_ASM338449v1
"Cutibacterium acnes","T29350",20872,SAMN07711253 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384525.1 ,2.47925,60.1,-,PCNP01,6,2486,2266,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/525/GCF_003384525.1_ASM338452v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/525/GCA_003384525.1_ASM338452v1
"Cutibacterium acnes","T29362",20872,SAMN07711254 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384535.1 ,2.47924,60.1,-,PCNQ01,6,2485,2267,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/535/GCF_003384535.1_ASM338453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/535/GCA_003384535.1_ASM338453v1
"Cutibacterium acnes","T29420",20872,SAMN07711255 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384555.1 ,2.47867,60.1,-,PCNR01,4,2484,2268,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/555/GCF_003384555.1_ASM338455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/555/GCA_003384555.1_ASM338455v1
"Cutibacterium acnes","T32516",20872,SAMN07711568 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384585.1 ,2.54546,60,-,PCNS01,9,2561,2400,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/585/GCF_003384585.1_ASM338458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/585/GCA_003384585.1_ASM338458v1
"Cutibacterium acnes","T35709",20872,SAMN07711857 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384625.1 ,2.54303,60,-,PCNT01,9,2556,2392,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/625/GCF_003384625.1_ASM338462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/625/GCA_003384625.1_ASM338462v1
"Cutibacterium acnes","T35743",20872,SAMN07713780 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384665.1 ,2.54313,60,-,PCNU01,10,2558,2391,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/665/GCF_003384665.1_ASM338466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/665/GCA_003384665.1_ASM338466v1
"Cutibacterium acnes","T36318",20872,SAMN07713795 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384705.1 ,2.55483,60.1,-,PCNW01,8,2589,2432,2018/08/13,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/384/705/GCF_003384705.1_ASM338470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/705/GCA_003384705.1_ASM338470v1
"Cutibacterium acnes","P16-206",20872,SAMN07501609 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003391355.1 ,2.47942,60.1,-,NQMA01,11,2526,2380,2018/08/15,2018/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/355/GCF_003391355.1_ASM339135v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/391/355/GCA_003391355.1_ASM339135v1
"Cutibacterium acnes","P15-077",20872,SAMN07343970 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003425775.1 ,2.47905,60,-,NMRI01,5,2507,2358,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/775/GCF_003425775.1_ASM342577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/775/GCA_003425775.1_ASM342577v1
"Cutibacterium acnes","P15-071",20872,SAMN07343963 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003425855.1 ,2.5179,59.7,-,NOWN01,6,2540,2318,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/855/GCF_003425855.1_ASM342585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/855/GCA_003425855.1_ASM342585v1
"Cutibacterium acnes","P15-014",20872,SAMN07343882 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003426225.1 ,2.54604,60,-,NMRH01,5,2559,2398,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/225/GCF_003426225.1_ASM342622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/225/GCA_003426225.1_ASM342622v1
"Cutibacterium acnes","P15-021",20872,SAMN07343855 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003426255.1 ,2.47747,60,-,NMRG01,5,2501,2360,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/255/GCF_003426255.1_ASM342625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/255/GCA_003426255.1_ASM342625v1
"Cutibacterium acnes","P15-089",20872,SAMN07414776 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003426625.1 ,2.55667,60.1,-,NOWJ01,7,2587,2431,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/625/GCF_003426625.1_ASM342662v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/625/GCA_003426625.1_ASM342662v1
"Cutibacterium acnes","P15-159",20872,SAMN07414778 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003426665.1 ,2.53719,60.1,-,NOWL01,7,2554,2379,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/665/GCF_003426665.1_ASM342666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/665/GCA_003426665.1_ASM342666v1
"Cutibacterium acnes","P15-165",20872,SAMN07414779 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003426685.1 ,2.5355,60.1,-,NOWM01,5,2552,2381,2018/08/23,2018/09/01,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/426/685/GCF_003426685.1_ASM342668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/685/GCA_003426685.1_ASM342668v1
"Cutibacterium acnes","T14076",20872,SAMN07711216 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003586225.1 ,2.54637,60,-,PCND01,10,2559,2399,2018/08/13,2018/09/25,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/586/225/GCF_003586225.1_ASM358622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/586/225/GCA_003586225.1_ASM358622v1
"Cutibacterium acnes","NLAE-zl-G260",20872,SAMN05216478 ,PRJEB16126,"Terrabacteria group","Actinobacteria",GCA_900102845.1 ,2.54437,60,-,FNGJ01,13,2550,2406,2016/10/20,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/845/GCF_900102845.1_IMG-taxon_2654588184_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/845/GCA_900102845.1_IMG-taxon_2654588184_annotated_assembly
"Cutibacterium acnes","523_PAVI",20872,SAMN03197718 ,PRJNA267549,"Terrabacteria group","Actinobacteria",GCA_001063605.1 ,2.54075,60.2,-,JVDS01,9,2544,2363,2015/07/10,2017/04/03,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/063/605/GCF_001063605.1_ASM106360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/063/605/GCA_001063605.1_ASM106360v1
"Cutibacterium acnes","52.1.L4",20872,SAMN05185369 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660865.1 ,2.47596,60,-,LZCI01,14,2498,2363,2016/06/10,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/865/GCF_001660865.1_ASM166086v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/865/GCA_001660865.1_ASM166086v1
"Cutibacterium acnes","48.1.L1",20872,SAMN05185378 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660875.1 ,2.50748,60.1,-,LZCL01,36,2531,2378,2016/06/10,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/875/GCF_001660875.1_ASM166087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/875/GCA_001660875.1_ASM166087v1
"Cutibacterium acnes","26.1.L1",20872,SAMN05185391 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660955.1 ,2.47212,60,-,LZCR01,22,2503,2357,2016/06/10,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/955/GCF_001660955.1_ASM166095v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/955/GCA_001660955.1_ASM166095v1
"Cutibacterium acnes","43.1.L1",20872,SAMN05185388 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660965.1 ,2.47545,60,-,LZCP01,16,2493,2355,2016/06/10,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/965/GCF_001660965.1_ASM166096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/965/GCA_001660965.1_ASM166096v1
"Cutibacterium acnes","44.1.L1",20872,SAMN05185387 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001661025.1 ,2.52296,60.1,-,LZCO01,39,2570,2410,2016/06/10,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/025/GCF_001661025.1_ASM166102v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/025/GCA_001661025.1_ASM166102v1
"Cutibacterium acnes","NTS_31306190",20872,SAMN05360248 ,PRJNA327858,"Terrabacteria group","Actinobacteria",GCA_001750555.1 ,2.47959,60.1,-,MAUY01,19,2499,2362,2016/10/03,2017/04/05,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/555/GCF_001750555.1_ASM175055v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/555/GCA_001750555.1_ASM175055v1
"Cutibacterium acnes JCM 18909","JCM 18909",20872,SAMD00006340 ,PRJDB915,"Terrabacteria group","Actinobacteria",GCA_000521385.1 ,2.57382,59.9,-,BAVM01,95,3797,3752,2014/01/14,2015/09/15,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/385/GCA_000521385.1_ASM52138v1
"Cutibacterium acnes JCM 18916","JCM 18916",20872,SAMD00003352 ,PRJDB916,"Terrabacteria group","Actinobacteria",GCA_000521405.1 ,2.51475,60,-,BAVN01,48,3711,3663,2014/01/14,2015/09/15,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/405/GCA_000521405.1_ASM52140v1
"Cutibacterium acnes JCM 18918","JCM 18918",20872,SAMD00016614 ,PRJDB917,"Terrabacteria group","Actinobacteria",GCA_000521425.1 ,2.53656,59.9,-,BAVO01,48,4159,4111,2014/01/14,2015/09/15,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/425/GCA_000521425.1_ASM52142v1
"Cutibacterium acnes JCM 18920","JCM 18920",20872,SAMD00008812 ,PRJDB918,"Terrabacteria group","Actinobacteria",GCA_000521445.1 ,2.47689,60,-,BAVP01,19,3387,3343,2014/01/14,2015/09/15,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/445/GCA_000521445.1_ASM52144v1
"Cutibacterium acnes HL201PA1","HL201PA1",20872,SAMN02943195 ,PRJNA183891,"Terrabacteria group","Actinobacteria",GCA_000735065.1 ,2.56356,60,-,AODA01,52,2287,2241,2014/07/28,2014/07/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/065/GCF_000735065.1_PacnesHL201PA1v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/735/065/GCA_000735065.1_PacnesHL201PA1v01
