#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Staphylococcus epidermidis","1115_SEPI",19993,SAMN03197069 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070245.1 ,2.43842,32,-,JWCR01,107,2386,2307,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/245/GCF_001070245.1_ASM107024v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/245/GCA_001070245.1_ASM107024v1
"Staphylococcus epidermidis","1306.rep1_SEPI",19993,SAMN03197280 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070485.1 ,2.42101,32,-,JVUO01,124,2349,2261,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/485/GCF_001070485.1_ASM107048v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/485/GCA_001070485.1_ASM107048v1
"Staphylococcus epidermidis","1306.rep2_SEPI",19993,SAMN03197281 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070505.1 ,2.42798,32,-,JVUN01,116,2359,2270,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/505/GCF_001070505.1_ASM107050v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/505/GCA_001070505.1_ASM107050v1
"Staphylococcus epidermidis","18_SEPI",19993,SAMN03197370 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070735.1 ,2.53831,31.9,-,JVRC01,86,2498,2399,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/735/GCF_001070735.1_ASM107073v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/735/GCA_001070735.1_ASM107073v1
"Staphylococcus epidermidis","161_SEPI",19993,SAMN03197353 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001071495.1 ,2.4097,32,-,JVRT01,77,2367,2279,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/495/GCF_001071495.1_ASM107149v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/495/GCA_001071495.1_ASM107149v1
"Staphylococcus epidermidis","237_SEPI",19993,SAMN03197426 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001071895.1 ,2.39212,32,-,JVOY01,113,2315,2230,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/895/GCF_001071895.1_ASM107189v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/895/GCA_001071895.1_ASM107189v1
"Staphylococcus epidermidis","246_SEPI",19993,SAMN03197436 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001071935.1 ,2.44931,32,-,JVOO01,96,2396,2302,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/935/GCF_001071935.1_ASM107193v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/935/GCA_001071935.1_ASM107193v1
"Staphylococcus epidermidis","393_SEPI",19993,SAMN03197584 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001072715.1 ,2.44533,32,-,JVIW01,130,2382,2299,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/715/GCF_001072715.1_ASM107271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/715/GCA_001072715.1_ASM107271v1
"Staphylococcus epidermidis","458_SEPI",19993,SAMN03197651 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073035.1 ,2.61306,31.9,-,JVGH01,70,2592,2465,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/035/GCF_001073035.1_ASM107303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/035/GCA_001073035.1_ASM107303v1
"Staphylococcus epidermidis","568_SEPI",19993,SAMN03197769 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073435.1 ,2.60773,32,-,JVBT01,90,2595,2464,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/435/GCF_001073435.1_ASM107343v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/435/GCA_001073435.1_ASM107343v1
"Staphylococcus epidermidis","585_SEPI",19993,SAMN03197786 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073465.1 ,2.5729,31.8,-,JVBC01,201,2545,2431,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/465/GCF_001073465.1_ASM107346v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/465/GCA_001073465.1_ASM107346v1
"Staphylococcus epidermidis","597_SEPI",19993,SAMN03197796 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073515.1 ,2.4751,31.9,-,JVAS01,126,2409,2313,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/515/GCF_001073515.1_ASM107351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/515/GCA_001073515.1_ASM107351v1
"Staphylococcus epidermidis","677_SEPI",19993,SAMN03197879 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073875.1 ,2.41329,31.9,-,JUXN01,120,2356,2276,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/875/GCF_001073875.1_ASM107387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/875/GCA_001073875.1_ASM107387v1
"Staphylococcus epidermidis","678_SEPI",19993,SAMN03197880 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073895.1 ,2.68236,31.9,-,JUXM01,135,2669,2573,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/895/GCF_001073895.1_ASM107389v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/895/GCA_001073895.1_ASM107389v1
"Staphylococcus epidermidis","686_SEPI",19993,SAMN03197889 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073935.1 ,2.49343,32,-,JUXD01,147,2451,2369,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/935/GCF_001073935.1_ASM107393v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/935/GCA_001073935.1_ASM107393v1
"Staphylococcus epidermidis","695_SEPI",19993,SAMN03197899 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001073995.1 ,2.39101,31.9,-,JUWT01,121,2326,2257,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/995/GCF_001073995.1_ASM107399v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/995/GCA_001073995.1_ASM107399v1
"Staphylococcus epidermidis","705_SEPI",19993,SAMN03197910 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074005.1 ,2.4847,31.8,-,JUWI01,170,2428,2338,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/005/GCF_001074005.1_ASM107400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/005/GCA_001074005.1_ASM107400v1
"Staphylococcus epidermidis","737_SEPI",19993,SAMN03197942 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074105.1 ,2.44865,31.9,-,JUVC01,158,2388,2273,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/105/GCF_001074105.1_ASM107410v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/105/GCA_001074105.1_ASM107410v1
"Staphylococcus epidermidis","749_SEPI",19993,SAMN03197955 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074185.1 ,2.52093,31.9,-,JUUP01,240,2506,2411,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/185/GCF_001074185.1_ASM107418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/185/GCA_001074185.1_ASM107418v1
"Staphylococcus epidermidis","801_SEPI",19993,SAMN03198015 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074495.1 ,2.53489,31.9,-,JUSH01,117,2492,2393,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/495/GCF_001074495.1_ASM107449v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/495/GCA_001074495.1_ASM107449v1
"Staphylococcus epidermidis","802_SEPI",19993,SAMN03198016 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074505.1 ,2.59,31.9,-,JUSG01,132,2540,2437,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/505/GCF_001074505.1_ASM107450v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/505/GCA_001074505.1_ASM107450v1
"Staphylococcus epidermidis","872_SEPI",19993,SAMN03198079 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074755.1 ,2.58589,31.9,-,JUPV01,149,2531,2433,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/755/GCF_001074755.1_ASM107475v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/755/GCA_001074755.1_ASM107475v1
"Staphylococcus epidermidis","890_SEPI",19993,SAMN03198097 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001074875.1 ,2.53413,31.9,-,JUPD01,191,2499,2413,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/875/GCF_001074875.1_ASM107487v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/875/GCA_001074875.1_ASM107487v1
"Staphylococcus epidermidis","818_SEPI",19993,SAMN03198032 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075095.1 ,2.41043,31.9,-,JURQ01,149,2364,2250,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/095/GCF_001075095.1_ASM107509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/095/GCA_001075095.1_ASM107509v1
"Staphylococcus epidermidis","849_SEPI",19993,SAMN03198058 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075165.1 ,2.44003,32,-,JUQQ01,108,2381,2297,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/165/GCF_001075165.1_ASM107516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/165/GCA_001075165.1_ASM107516v1
"Staphylococcus epidermidis","897_SEPI",19993,SAMN03198104 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075235.1 ,2.54118,32,-,JUOW01,161,2471,2387,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/235/GCF_001075235.1_ASM107523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/235/GCA_001075235.1_ASM107523v1
"Staphylococcus epidermidis","916_SEPI",19993,SAMN03198127 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075255.1 ,2.38213,32,-,JUNZ01,258,2347,2215,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/255/GCF_001075255.1_ASM107525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/255/GCA_001075255.1_ASM107525v1
"Staphylococcus epidermidis","917_2_SEPI",19993,SAMN03198128 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075295.1 ,2.38782,32,-,JUNY01,192,2327,2211,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/295/GCF_001075295.1_ASM107529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/295/GCA_001075295.1_ASM107529v1
"Staphylococcus epidermidis","919_SEPI",19993,SAMN03198133 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075315.1 ,2.46206,32,-,JUNT01,164,2400,2313,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/315/GCF_001075315.1_ASM107531v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/315/GCA_001075315.1_ASM107531v1
"Staphylococcus epidermidis","921_SEPI",19993,SAMN03198138 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075335.1 ,2.58854,31.8,-,JUNP01,219,2561,2439,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/335/GCF_001075335.1_ASM107533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/335/GCA_001075335.1_ASM107533v1
"Staphylococcus epidermidis","935_SEPI",19993,SAMN03198154 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075405.1 ,2.49402,32.1,-,JUMY01,131,2430,2344,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/405/GCF_001075405.1_ASM107540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/405/GCA_001075405.1_ASM107540v1
"Staphylococcus epidermidis","997_SHAE",19993,SAMN03198219 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075555.1 ,2.51776,31.9,-,JUKL01,110,2464,2371,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/555/GCF_001075555.1_ASM107555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/555/GCA_001075555.1_ASM107555v1
"Staphylococcus epidermidis","998_SEPI",19993,SAMN03198220 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075575.1 ,2.51193,31.9,-,JUKK01,120,2462,2364,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/575/GCF_001075575.1_ASM107557v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/575/GCA_001075575.1_ASM107557v1
"Staphylococcus epidermidis","899_SEPI",19993,SAMN03198106 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075595.1 ,2.44808,31.9,-,JUOU01,135,2384,2299,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/595/GCF_001075595.1_ASM107559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/595/GCA_001075595.1_ASM107559v1
"Staphylococcus epidermidis","91_SEPI",19993,SAMN03198117 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075605.1 ,2.49869,31.9,-,JUOJ01,101,2451,2350,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/605/GCF_001075605.1_ASM107560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/605/GCA_001075605.1_ASM107560v1
"Staphylococcus epidermidis","917_SEPI",19993,SAMN03198129 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075635.1 ,2.40896,31.9,-,JUNX01,271,2371,2241,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/635/GCF_001075635.1_ASM107563v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/635/GCA_001075635.1_ASM107563v1
"Staphylococcus epidermidis","920_SEPI",19993,SAMN03198136 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075685.1 ,2.46932,31.9,-,JUNR01,203,2384,2304,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/685/GCF_001075685.1_ASM107568v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/685/GCA_001075685.1_ASM107568v1
"Staphylococcus epidermidis","961_SEPI",19993,SAMN03198181 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075835.1 ,2.6072,31.9,-,JULX01,122,2566,2461,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/835/GCF_001075835.1_ASM107583v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/835/GCA_001075835.1_ASM107583v1
"Staphylococcus epidermidis","936_SEPI",19993,SAMN03198155 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001075945.1 ,2.68262,31.8,-,JUMX01,115,2664,2565,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/945/GCF_001075945.1_ASM107594v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/945/GCA_001075945.1_ASM107594v1
"Staphylococcus epidermidis","978_SEPI",19993,SAMN03198198 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001076045.1 ,2.30912,32.1,-,JULG01,98,2232,2154,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/045/GCF_001076045.1_ASM107604v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/045/GCA_001076045.1_ASM107604v1
"Staphylococcus epidermidis","MTCC 3382",19993,SAMN03996083 ,PRJNA293017,"Terrabacteria group","Firmicutes",GCA_001412455.1 ,2.38373,32.1,-,LILE01,85,2351,2233,2015/10/26,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/455/GCF_001412455.1_ASM141245v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/455/GCA_001412455.1_ASM141245v1
"Staphylococcus epidermidis","NW32",19993,SAMN04041579 ,PRJNA295134,"Terrabacteria group","Firmicutes",GCA_001431005.1 ,2.60071,31.8,-,LJIF01,87,2562,2420,2015/11/03,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/005/GCF_001431005.1_ASM143100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/005/GCA_001431005.1_ASM143100v1
"Staphylococcus epidermidis","AU24",19993,SAMN04286639 ,PRJNA303132,"Terrabacteria group","Firmicutes",GCA_001457235.1 ,2.42924,31.9,-,LNSW01,61,2398,2290,2015/12/04,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/235/GCF_001457235.1_ASM145723v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/235/GCA_001457235.1_ASM145723v1
"Staphylococcus epidermidis","SE4.6",19993,SAMN03097231 ,PRJNA263222,"Terrabacteria group","Firmicutes",GCA_001465365.1 ,2.48148,31.9,-,JRVO01,85,2430,2292,2015/12/11,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/365/GCF_001465365.1_ASM146536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/365/GCA_001465365.1_ASM146536v1
"Staphylococcus epidermidis","SE2.9",19993,SAMN03097230 ,PRJNA263221,"Terrabacteria group","Firmicutes",GCA_001465375.1 ,2.5041,31.9,-,JRVN01,38,2470,2322,2015/12/11,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/375/GCF_001465375.1_ASM146537v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/375/GCA_001465375.1_ASM146537v1
"Staphylococcus epidermidis","SE4.7",19993,SAMN03097232 ,PRJNA263223,"Terrabacteria group","Firmicutes",GCA_001465385.1 ,2.48913,31.9,-,JRVP01,77,2477,2301,2015/12/11,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/385/GCF_001465385.1_ASM146538v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/385/GCA_001465385.1_ASM146538v1
"Staphylococcus epidermidis","SE4.8",19993,SAMN03097233 ,PRJNA263224,"Terrabacteria group","Firmicutes",GCA_001465395.1 ,2.48408,31.9,-,JRVQ01,124,2470,2302,2015/12/11,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/395/GCF_001465395.1_ASM146539v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/395/GCA_001465395.1_ASM146539v1
"Staphylococcus epidermidis","AU21",19993,SAMN04296969 ,PRJNA304253,"Terrabacteria group","Firmicutes",GCA_001469325.1 ,2.42181,31.9,-,LNUN01,72,2385,2274,2015/12/18,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/325/GCF_001469325.1_ASM146932v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/325/GCA_001469325.1_ASM146932v1
"Staphylococcus epidermidis FS1","FS1",19993,SAMN04304556 ,PRJNA304593,"Terrabacteria group","Firmicutes",GCA_001469335.1 ,2.55145,31.9,-,LOAT01,91,2528,2314,2015/12/18,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/335/GCF_001469335.1_ASM146933v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/335/GCA_001469335.1_ASM146933v1
"Staphylococcus epidermidis","FDAARGOS_157",19993,SAMN03996302 ,PRJNA231221,"Terrabacteria group","Firmicutes",GCA_001473265.2 ,2.5977,32.2,-,LORL02,3,2589,2400,2015/12/21,2018/01/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/473/265/GCF_001473265.2_ASM147326v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/473/265/GCA_001473265.2_ASM147326v2
"Staphylococcus epidermidis","SA6",19993,SAMN03401364 ,PRJNA278199,"Terrabacteria group","Firmicutes",GCA_001476515.1 ,2.54015,32.1,-,LDTG01,66,2526,2362,2015/12/22,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/476/515/GCF_001476515.1_ASM147651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/476/515/GCA_001476515.1_ASM147651v1
"Staphylococcus epidermidis","SB7c",19993,SAMN03401365 ,PRJNA278200,"Terrabacteria group","Firmicutes",GCA_001476525.1 ,2.55878,32.2,-,LDTJ01,96,2549,2372,2015/12/22,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/476/525/GCF_001476525.1_ASM147652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/476/525/GCA_001476525.1_ASM147652v1
"Staphylococcus epidermidis","SA8",19993,SAMN03401352 ,PRJNA278188,"Terrabacteria group","Firmicutes",GCA_001476925.1 ,2.50456,31.9,-,LDTH01,181,2484,2327,2015/12/22,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/476/925/GCF_001476925.1_ASM147692v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/476/925/GCA_001476925.1_ASM147692v1
"Staphylococcus epidermidis","SB7b",19993,SAMN03401354 ,PRJNA278190,"Terrabacteria group","Firmicutes",GCA_001477325.1 ,2.507,31.9,-,LDTI01,148,2485,2320,2015/12/22,2017/03/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/325/GCF_001477325.1_ASM147732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/325/GCA_001477325.1_ASM147732v1
"Staphylococcus epidermidis","LRKNS062",19993,SAMN04606870 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622445.1 ,2.486,32.1,-,LWBW01,155,2541,2396,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/445/GCF_001622445.1_ASM162244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/445/GCA_001622445.1_ASM162244v1
"Staphylococcus epidermidis","LRKNS064",19993,SAMN04606871 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622455.1 ,2.71479,31.8,-,LWBX01,70,2781,2625,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/455/GCF_001622455.1_ASM162245v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/455/GCA_001622455.1_ASM162245v1
"Staphylococcus epidermidis","LRKNS075",19993,SAMN04622367 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622485.1 ,2.5719,32,-,LWCV01,142,2610,2471,2016/04/18,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/485/GCF_001622485.1_ASM162248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/485/GCA_001622485.1_ASM162248v1
"Staphylococcus epidermidis","LRKNS076",19993,SAMN04622480 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622495.1 ,2.67624,31.9,-,LWCW01,86,2750,2590,2016/04/18,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/495/GCF_001622495.1_ASM162249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/495/GCA_001622495.1_ASM162249v1
"Staphylococcus epidermidis","LRKNS077",19993,SAMN04622481 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622525.1 ,2.42917,32.3,-,LWCX01,215,2458,2299,2016/04/18,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/525/GCF_001622525.1_ASM162252v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/525/GCA_001622525.1_ASM162252v1
"Staphylococcus epidermidis","LRKNS084",19993,SAMN04622482 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622545.1 ,2.71324,31.8,-,LWCY01,76,2788,2623,2016/04/18,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/545/GCF_001622545.1_ASM162254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/545/GCA_001622545.1_ASM162254v1
"Staphylococcus epidermidis","LRKNS009",19993,SAMN04542846 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622555.1 ,2.71379,31.9,-,LWAS01,72,2765,2625,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/555/GCF_001622555.1_ASM162255v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/555/GCA_001622555.1_ASM162255v1
